id,celebrity,text,sentiment,sentiment_score,date,platform,length
2882,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.842,2025-07-20 09:35:22,youtube,19
2883,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.834,2025-08-02 09:35:22,youtube,18
2884,Red Velvet,Red Velvet 인스타 업데이트 기다려요,neutral,0.443,2025-08-08 09:35:22,youtube,24
2885,KARD,KARD 방송 언제 해요?,neutral,0.659,2025-07-20 09:35:22,twitter,14
2886,BTS,BTS 새로운 앨범 언제 나와?,neutral,0.503,2025-08-03 09:35:22,instagram,17
2887,IVE,IVE 목소리 천사같아,positive,0.853,2025-07-15 09:35:22,youtube,12
2888,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.837,2025-08-13 09:35:22,twitter,16
2889,NCT,NCT 재능이 넘쳐나네요,positive,0.853,2025-08-13 09:35:22,youtube,13
2890,Red Velvet,Red Velvet 재능이 넘쳐나네요,positive,0.735,2025-07-24 09:35:22,youtube,20
2891,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.766,2025-07-17 09:35:22,youtube,14
2892,KARD,KARD 실망이야,negative,0.353,2025-07-30 09:35:22,twitter,9
2893,NewJeans,NewJeans 완벽해 💕,positive,0.823,2025-08-11 09:35:22,instagram,14
2894,TWICE,TWICE 드라마 출연해요,neutral,0.648,2025-07-16 09:35:22,instagram,14
2895,BTS,BTS 목소리 천사같아,positive,0.758,2025-08-07 09:35:22,twitter,12
2896,NCT,NCT 새로운 앨범 언제 나와?,neutral,0.568,2025-07-17 09:35:22,twitter,17
2897,IVE,IVE 음악 감동이에요,positive,0.943,2025-07-25 09:35:22,twitter,12
2898,BTS,BTS 목소리 천사같아,positive,0.836,2025-07-16 09:35:22,youtube,12
2899,aespa,aespa 춤도 잘 춰 👏,positive,0.851,2025-08-11 09:35:22,youtube,14
2900,ENHYPEN,ENHYPEN 콘서트 정보 알려주세요,neutral,0.559,2025-07-19 09:35:22,twitter,20
2901,aespa,aespa 완벽해 💕,positive,0.825,2025-08-13 09:35:22,twitter,11
2902,IVE,IVE 재능이 넘쳐나네요,positive,0.851,2025-07-30 09:35:22,youtube,13
2903,SEVENTEEN,SEVENTEEN 인스타 업데이트 기다려요,neutral,0.559,2025-07-28 09:35:22,instagram,23
2904,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.872,2025-08-05 09:35:22,instagram,19
2905,aespa,aespa 춤도 잘 춰 👏,positive,0.738,2025-08-01 09:35:22,youtube,14
2906,BLACKPINK,BLACKPINK 노래 너무 좋아요!,positive,0.881,2025-08-02 09:35:22,youtube,20
2907,NCT,NCT 콘서트 정보 알려주세요,neutral,0.62,2025-08-01 09:35:22,twitter,16
2908,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.714,2025-07-17 09:35:22,twitter,19
2909,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.725,2025-07-29 09:35:22,youtube,16
2910,Red Velvet,Red Velvet 완벽해 💕,positive,0.782,2025-08-12 09:35:22,instagram,16
2911,NMIXX,NMIXX 논란이 많네,negative,0.274,2025-08-02 09:35:22,twitter,12
2912,NCT,NCT 춤도 잘 춰 👏,positive,0.944,2025-08-14 09:35:22,twitter,12
2913,NewJeans,NewJeans 목소리 천사같아,positive,0.919,2025-08-12 09:35:22,instagram,17
2914,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.905,2025-08-06 09:35:22,instagram,18
2915,NCT,NCT 방송 언제 해요?,neutral,0.472,2025-08-03 09:35:22,youtube,13
2916,MAMAMOO,MAMAMOO 별로인듯,negative,0.065,2025-07-21 09:35:22,instagram,12
2917,IU,IU 목소리 천사같아,positive,0.853,2025-08-02 09:35:22,youtube,11
2918,KARD,KARD 목소리 천사같아,positive,0.753,2025-07-17 09:35:22,twitter,13
2919,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.805,2025-08-05 09:35:22,youtube,18
2920,TXT,TXT 목소리 천사같아,positive,0.827,2025-07-19 09:35:22,youtube,12
2921,NewJeans,NewJeans 목소리 천사같아,positive,0.786,2025-07-21 09:35:22,instagram,17
2922,NCT,NCT 인스타 업데이트 기다려요,neutral,0.408,2025-07-26 09:35:22,youtube,17
2923,TXT,TXT 정말 예쁘다 ❤️,positive,0.761,2025-07-27 09:35:22,twitter,13
2924,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.936,2025-07-24 09:35:22,youtube,16
2925,NMIXX,NMIXX 완벽해 💕,positive,0.939,2025-07-26 09:35:22,twitter,11
2926,TXT,TXT 음악 감동이에요,positive,0.844,2025-08-08 09:35:22,youtube,12
2927,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.778,2025-08-09 09:35:22,youtube,19
2928,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.73,2025-07-19 09:35:22,instagram,18
2929,Red Velvet,Red Velvet 음악 감동이에요,positive,0.761,2025-07-22 09:35:22,twitter,19
2930,BLACKPINK,BLACKPINK 최고야!! 사랑해,positive,0.702,2025-08-14 09:35:22,youtube,19
2931,TXT,TXT 음악 감동이에요,positive,0.873,2025-07-24 09:35:22,twitter,12
2932,LE SSERAFIM,LE SSERAFIM 완벽해 💕,positive,0.741,2025-07-23 09:35:22,instagram,17
2933,BTS,BTS 완벽해 💕,positive,0.834,2025-08-11 09:35:22,twitter,9
2934,aespa,aespa 재능이 넘쳐나네요,positive,0.788,2025-08-07 09:35:22,youtube,15
2935,(G)I-DLE,(G)I-DLE 좀 아쉽네,negative,0.397,2025-07-22 09:35:22,instagram,14
2936,LE SSERAFIM,LE SSERAFIM 완벽해 💕,positive,0.709,2025-07-16 09:35:22,twitter,17
2937,aespa,aespa 너무 과장된거 아니야?,negative,0.374,2025-08-14 09:35:22,instagram,18
2938,NewJeans,NewJeans 인스타 업데이트 기다려요,neutral,0.633,2025-07-20 09:35:22,instagram,22
2939,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.833,2025-08-05 09:35:22,instagram,20
2940,TWICE,TWICE 논란이 많네,negative,0.27,2025-08-05 09:35:22,youtube,12
2941,(G)I-DLE,(G)I-DLE 춤도 잘 춰 👏,positive,0.753,2025-07-15 09:35:22,twitter,17
2942,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.709,2025-07-19 09:35:22,twitter,17
2943,IVE,IVE 춤도 잘 춰 👏,positive,0.811,2025-07-20 09:35:22,twitter,12
2944,BTS,BTS 논란이 많네,negative,0.355,2025-07-19 09:35:22,twitter,10
2945,aespa,aespa 춤도 잘 춰 👏,positive,0.796,2025-07-26 09:35:22,instagram,14
2946,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.928,2025-07-19 09:35:22,youtube,16
2947,SEVENTEEN,SEVENTEEN 새로운 앨범 언제 나와?,neutral,0.552,2025-07-26 09:35:22,youtube,23
2948,StrayKids,StrayKids 재능이 넘쳐나네요,positive,0.74,2025-07-18 09:35:22,youtube,19
2949,aespa,aespa 정말 예쁘다 ❤️,positive,0.828,2025-08-06 09:35:22,twitter,15
2950,TXT,TXT 음악 감동이에요,positive,0.873,2025-07-16 09:35:22,instagram,12
2951,TXT,TXT 노래 너무 좋아요!,positive,0.802,2025-08-02 09:35:22,youtube,14
2952,NMIXX,NMIXX 목소리 천사같아,positive,0.933,2025-07-24 09:35:22,youtube,14
2953,(G)I-DLE,(G)I-DLE 방송 언제 해요?,neutral,0.622,2025-08-08 09:35:22,youtube,18
2954,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.801,2025-08-02 09:35:22,youtube,18
2955,BTS,BTS 정말 예쁘다 ❤️,positive,0.748,2025-08-09 09:35:22,instagram,13
2956,TXT,TXT 좀 아쉽네,negative,0.38,2025-08-02 09:35:22,youtube,9
2957,NMIXX,NMIXX 목소리 천사같아,positive,0.778,2025-08-06 09:35:22,twitter,14
2958,StrayKids,StrayKids 별로인듯,negative,0.204,2025-08-08 09:35:22,twitter,14
2959,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.847,2025-08-05 09:35:22,twitter,20
2960,NMIXX,NMIXX 좀 아쉽네,negative,0.391,2025-08-05 09:35:22,youtube,11
2961,(G)I-DLE,(G)I-DLE 콘서트 정보 알려주세요,neutral,0.639,2025-08-02 09:35:22,twitter,21
2962,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.793,2025-08-09 09:35:22,instagram,20
2963,ENHYPEN,ENHYPEN 방송 언제 해요?,neutral,0.594,2025-07-18 09:35:22,instagram,17
2964,StrayKids,StrayKids 최고야!! 사랑해,positive,0.744,2025-07-31 09:35:22,twitter,19
2965,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.761,2025-07-28 09:35:22,youtube,19
2966,KARD,KARD 콘서트 정보 알려주세요,neutral,0.661,2025-08-12 09:35:22,youtube,17
2967,IU,IU 완벽해 💕,positive,0.715,2025-07-22 09:35:22,twitter,8
2968,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.909,2025-07-28 09:35:22,instagram,16
2969,IU,IU 목소리 천사같아,positive,0.781,2025-08-08 09:35:22,youtube,11
2970,NCT,NCT 정말 예쁘다 ❤️,positive,0.739,2025-08-01 09:35:22,instagram,13
2971,aespa,aespa 광고 찍었네요,neutral,0.575,2025-07-18 09:35:22,youtube,13
2972,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.828,2025-07-30 09:35:22,twitter,18
2973,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.814,2025-08-04 09:35:22,twitter,16
2974,IVE,IVE 너무 과장된거 아니야?,negative,0.263,2025-07-29 09:35:22,twitter,16
2975,(G)I-DLE,(G)I-DLE 재능이 넘쳐나네요,positive,0.913,2025-08-14 09:35:22,twitter,18
2976,IVE,IVE 음악 감동이에요,positive,0.747,2025-07-24 09:35:22,instagram,12
2977,aespa,aespa 음악 감동이에요,positive,0.915,2025-07-28 09:35:22,twitter,14
2978,aespa,aespa 재능이 넘쳐나네요,positive,0.928,2025-07-21 09:35:22,youtube,15
2979,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.744,2025-07-19 09:35:22,twitter,21
2980,NewJeans,NewJeans 완벽해 💕,positive,0.828,2025-08-12 09:35:22,youtube,14
2981,NewJeans,NewJeans 너무 과장된거 아니야?,negative,0.096,2025-07-24 09:35:22,instagram,21
2982,aespa,aespa 재능이 넘쳐나네요,positive,0.792,2025-07-16 09:35:22,youtube,15
2983,LE SSERAFIM,LE SSERAFIM 새로운 앨범 언제 나와?,neutral,0.595,2025-08-10 09:35:22,youtube,25
2984,IU,IU 광고 찍었네요,neutral,0.428,2025-07-19 09:35:22,twitter,10
2985,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.896,2025-07-15 09:35:22,youtube,15
2986,KARD,KARD 정말 예쁘다 ❤️,positive,0.943,2025-07-22 09:35:22,twitter,14
2987,IVE,IVE 목소리 천사같아,positive,0.809,2025-07-30 09:35:22,instagram,12
2988,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.914,2025-08-09 09:35:22,youtube,16
2989,StrayKids,StrayKids 예전만 못한듯,negative,0.062,2025-07-31 09:35:22,instagram,17
2990,StrayKids,StrayKids 최고야!! 사랑해,positive,0.822,2025-07-19 09:35:22,instagram,19
2991,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.705,2025-07-23 09:35:22,youtube,15
2992,StrayKids,StrayKids 인스타 업데이트 기다려요,neutral,0.653,2025-08-01 09:35:22,youtube,23
2993,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.748,2025-07-27 09:35:22,youtube,16
2994,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.832,2025-07-27 09:35:22,instagram,17
2995,TWICE,TWICE 음악 감동이에요,positive,0.796,2025-07-26 09:35:22,instagram,14
2996,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.752,2025-08-01 09:35:22,youtube,18
2997,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.927,2025-07-31 09:35:22,twitter,20
2998,NCT,NCT 정말 예쁘다 ❤️,positive,0.829,2025-07-21 09:35:22,instagram,13
2999,NewJeans,NewJeans 완벽해 💕,positive,0.79,2025-08-02 09:35:22,youtube,14
3000,SEVENTEEN,SEVENTEEN 드라마 출연해요,neutral,0.659,2025-07-15 09:35:22,youtube,18
3001,TWICE,TWICE 방송 언제 해요?,neutral,0.551,2025-08-06 09:35:22,instagram,15
3002,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.902,2025-07-26 09:35:22,youtube,18
3003,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.755,2025-08-03 09:35:22,twitter,15
3004,KARD,KARD 광고 찍었네요,neutral,0.467,2025-08-14 09:35:22,twitter,12
3005,BTS,BTS 음악 감동이에요,positive,0.786,2025-08-13 09:35:22,instagram,12
3006,TXT,TXT 콘서트 정보 알려주세요,neutral,0.426,2025-07-22 09:35:22,youtube,16
3007,IVE,IVE 별로인듯,negative,0.096,2025-08-14 09:35:22,instagram,8
3008,BTS,BTS 별로인듯,negative,0.382,2025-08-01 09:35:22,youtube,8
3009,ITZY,ITZY 목소리 천사같아,positive,0.794,2025-07-15 09:35:22,youtube,13
3010,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.805,2025-07-28 09:35:22,twitter,16
3011,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.891,2025-08-14 09:35:22,instagram,17
3012,Red Velvet,Red Velvet 목소리 천사같아,positive,0.756,2025-08-13 09:35:22,twitter,19
3013,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.824,2025-07-30 09:35:22,youtube,17
3014,BTS,BTS 목소리 천사같아,positive,0.928,2025-08-13 09:35:22,youtube,12
3015,KARD,KARD 논란이 많네,negative,0.211,2025-08-12 09:35:22,youtube,11
3016,ITZY,ITZY 완벽해 💕,positive,0.917,2025-08-01 09:35:22,youtube,10
3017,LE SSERAFIM,LE SSERAFIM 너무 과장된거 아니야?,negative,0.296,2025-07-30 09:35:22,twitter,24
3018,StrayKids,StrayKids 목소리 천사같아,positive,0.788,2025-07-29 09:35:22,twitter,18
3019,NCT,NCT 음악 감동이에요,positive,0.859,2025-08-01 09:35:22,youtube,12
3020,aespa,aespa 방송 언제 해요?,neutral,0.659,2025-08-01 09:35:22,youtube,15
3021,LE SSERAFIM,LE SSERAFIM 논란이 많네,negative,0.151,2025-07-23 09:35:22,instagram,18
3022,SEVENTEEN,SEVENTEEN 음악 감동이에요,positive,0.946,2025-07-21 09:35:22,instagram,18
3023,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.711,2025-08-05 09:35:22,youtube,17
3024,TXT,TXT 음악 감동이에요,positive,0.708,2025-08-10 09:35:22,twitter,12
3025,BLACKPINK,BLACKPINK 방송 언제 해요?,neutral,0.514,2025-08-06 09:35:22,instagram,19
3026,Red Velvet,Red Velvet 춤도 잘 춰 👏,positive,0.932,2025-07-17 09:35:22,twitter,19
3027,aespa,aespa 재능이 넘쳐나네요,positive,0.804,2025-07-27 09:35:22,instagram,15
3028,IU,IU 최고야!! 사랑해,positive,0.739,2025-07-28 09:35:22,youtube,12
3029,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.776,2025-07-29 09:35:22,instagram,19
3030,TXT,TXT 노래 너무 좋아요!,positive,0.729,2025-07-21 09:35:22,instagram,14
3031,aespa,aespa 춤도 잘 춰 👏,positive,0.726,2025-07-28 09:35:22,twitter,14
3032,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.725,2025-08-13 09:35:22,instagram,15
3033,ENHYPEN,ENHYPEN 별로인듯,negative,0.278,2025-08-14 09:35:22,youtube,12
3034,NewJeans,NewJeans 너무 과장된거 아니야?,negative,0.13,2025-07-26 09:35:22,twitter,21
3035,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.9,2025-08-09 09:35:22,instagram,18
3036,NewJeans,NewJeans 최고야!! 사랑해,positive,0.752,2025-07-25 09:35:22,twitter,18
3037,IU,IU 음악 감동이에요,positive,0.712,2025-07-18 09:35:22,youtube,11
3038,IU,IU 노래 너무 좋아요!,positive,0.845,2025-07-18 09:35:22,twitter,13
3039,TXT,TXT 최고야!! 사랑해,positive,0.796,2025-08-07 09:35:22,youtube,13
3040,TWICE,TWICE 노래 너무 좋아요!,positive,0.799,2025-08-04 09:35:22,youtube,16
3041,(G)I-DLE,(G)I-DLE 춤도 잘 춰 👏,positive,0.706,2025-08-12 09:35:22,twitter,17
3042,(G)I-DLE,(G)I-DLE 춤도 잘 춰 👏,positive,0.931,2025-07-31 09:35:22,twitter,17
3043,ITZY,ITZY 노래 너무 좋아요!,positive,0.811,2025-07-18 09:35:22,instagram,15
3044,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.818,2025-07-25 09:35:22,youtube,19
3045,BTS,BTS 춤도 잘 춰 👏,positive,0.869,2025-08-09 09:35:22,twitter,12
3046,IU,IU 목소리 천사같아,positive,0.79,2025-08-09 09:35:22,youtube,11
3047,IVE,IVE 재능이 넘쳐나네요,positive,0.822,2025-07-20 09:35:22,youtube,13
3048,aespa,aespa 예전만 못한듯,negative,0.068,2025-07-16 09:35:22,instagram,13
3049,NMIXX,NMIXX 인스타 업데이트 기다려요,neutral,0.581,2025-07-22 09:35:22,twitter,19
3050,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.836,2025-08-01 09:35:22,instagram,19
3051,KARD,KARD 예전만 못한듯,negative,0.305,2025-08-05 09:35:22,youtube,12
3052,IU,IU 광고 찍었네요,neutral,0.568,2025-07-27 09:35:22,youtube,10
3053,NMIXX,NMIXX 방송 언제 해요?,neutral,0.546,2025-08-05 09:35:22,twitter,15
3054,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.752,2025-08-01 09:35:22,instagram,19
3055,IVE,IVE 춤도 잘 춰 👏,positive,0.792,2025-07-16 09:35:22,twitter,12
3056,BTS,BTS 좀 아쉽네,negative,0.35,2025-07-17 09:35:22,twitter,9
3057,TXT,TXT 재능이 넘쳐나네요,positive,0.836,2025-07-18 09:35:22,youtube,13
3058,TWICE,TWICE 예전만 못한듯,negative,0.105,2025-07-28 09:35:22,youtube,13
3059,ENHYPEN,ENHYPEN 최고야!! 사랑해,positive,0.946,2025-08-08 09:35:22,instagram,17
3060,NewJeans,NewJeans 최고야!! 사랑해,positive,0.921,2025-08-02 09:35:22,twitter,18
3061,LE SSERAFIM,LE SSERAFIM 별로인듯,negative,0.313,2025-08-07 09:35:22,twitter,16
3062,Red Velvet,Red Velvet 좀 아쉽네,negative,0.349,2025-07-23 09:35:22,youtube,16
3063,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.723,2025-08-05 09:35:22,twitter,21
3064,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.87,2025-07-16 09:35:22,youtube,19
3065,(G)I-DLE,(G)I-DLE 너무 과장된거 아니야?,negative,0.065,2025-08-01 09:35:22,youtube,21
3066,KARD,KARD 새로운 앨범 언제 나와?,neutral,0.51,2025-07-28 09:35:22,twitter,18
3067,NMIXX,NMIXX 별로인듯,negative,0.271,2025-08-04 09:35:22,twitter,10
3068,StrayKids,StrayKids 논란이 많네,negative,0.207,2025-07-27 09:35:22,instagram,16
3069,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.87,2025-07-29 09:35:22,twitter,18
3070,TWICE,TWICE 노래 너무 좋아요!,positive,0.798,2025-07-28 09:35:22,twitter,16
3071,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.914,2025-07-24 09:35:22,instagram,18
3072,IVE,IVE 음악 감동이에요,positive,0.926,2025-07-27 09:35:22,instagram,12
3073,KARD,KARD 재능이 넘쳐나네요,positive,0.916,2025-07-24 09:35:22,youtube,14
3074,Red Velvet,Red Velvet 음악 감동이에요,positive,0.935,2025-08-02 09:35:22,youtube,19
3075,IVE,IVE 춤도 잘 춰 👏,positive,0.949,2025-07-22 09:35:22,youtube,12
3076,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.773,2025-07-16 09:35:22,twitter,16
3077,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.854,2025-08-14 09:35:22,instagram,18
3078,StrayKids,StrayKids 목소리 천사같아,positive,0.937,2025-08-07 09:35:22,twitter,18
3079,NewJeans,NewJeans 최고야!! 사랑해,positive,0.704,2025-08-02 09:35:22,instagram,18
3080,StrayKids,StrayKids 예전만 못한듯,negative,0.257,2025-08-12 09:35:22,instagram,17
3081,TXT,TXT 정말 예쁘다 ❤️,positive,0.851,2025-08-14 09:35:22,twitter,13
3082,ITZY,ITZY 최고야!! 사랑해,positive,0.765,2025-07-31 09:35:22,twitter,14
3083,MAMAMOO,MAMAMOO 재능이 넘쳐나네요,positive,0.871,2025-07-31 09:35:22,twitter,17
3084,ITZY,ITZY 방송 언제 해요?,neutral,0.619,2025-08-07 09:35:22,twitter,14
3085,NMIXX,NMIXX 음악 감동이에요,positive,0.937,2025-08-03 09:35:22,instagram,14
3086,BTS,BTS 재능이 넘쳐나네요,positive,0.755,2025-08-02 09:35:22,twitter,13
3087,KARD,KARD 완벽해 💕,positive,0.725,2025-07-20 09:35:22,instagram,10
3088,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.919,2025-07-29 09:35:22,instagram,18
3089,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.819,2025-08-06 09:35:22,youtube,20
3090,StrayKids,StrayKids 목소리 천사같아,positive,0.812,2025-07-15 09:35:22,instagram,18
3091,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.856,2025-07-26 09:35:22,instagram,20
3092,ITZY,ITZY 별로인듯,negative,0.236,2025-07-28 09:35:22,twitter,9
3093,BTS,BTS 방송 언제 해요?,neutral,0.577,2025-07-28 09:35:22,instagram,13
3094,BTS,BTS 인스타 업데이트 기다려요,neutral,0.429,2025-08-13 09:35:22,youtube,17
3095,BLACKPINK,BLACKPINK 너무 과장된거 아니야?,negative,0.181,2025-08-05 09:35:22,instagram,22
3096,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.918,2025-07-23 09:35:22,youtube,15
3097,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.707,2025-07-31 09:35:22,instagram,17
3098,aespa,aespa 정말 예쁘다 ❤️,positive,0.804,2025-07-24 09:35:22,instagram,15
3099,IVE,IVE 춤도 잘 춰 👏,positive,0.8,2025-07-16 09:35:22,youtube,12
3100,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.902,2025-07-25 09:35:22,instagram,21
3101,MAMAMOO,MAMAMOO 실망이야,negative,0.213,2025-07-27 09:35:22,twitter,12
3102,NewJeans,NewJeans 목소리 천사같아,positive,0.933,2025-08-14 09:35:22,twitter,17
3103,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.939,2025-07-31 09:35:22,youtube,17
3104,BLACKPINK,BLACKPINK 별로인듯,negative,0.31,2025-08-10 09:35:22,twitter,14
3105,KARD,KARD 노래 너무 좋아요!,positive,0.72,2025-08-12 09:35:22,instagram,15
3106,TXT,TXT 노래 너무 좋아요!,positive,0.72,2025-08-08 09:35:22,twitter,14
3107,ITZY,ITZY 완벽해 💕,positive,0.768,2025-07-24 09:35:22,youtube,10
3108,aespa,aespa 좀 아쉽네,negative,0.126,2025-08-07 09:35:22,youtube,11
3109,NMIXX,NMIXX 논란이 많네,negative,0.111,2025-08-03 09:35:22,youtube,12
3110,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.802,2025-07-20 09:35:22,instagram,17
3111,ENHYPEN,ENHYPEN 완벽해 💕,positive,0.794,2025-07-22 09:35:22,youtube,13
3112,NMIXX,NMIXX 목소리 천사같아,positive,0.763,2025-07-20 09:35:22,instagram,14
3113,ITZY,ITZY 최고야!! 사랑해,positive,0.928,2025-07-21 09:35:22,instagram,14
3114,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.76,2025-08-11 09:35:22,youtube,17
3115,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.71,2025-07-26 09:35:22,twitter,19
3116,StrayKids,StrayKids 음악 감동이에요,positive,0.782,2025-07-27 09:35:22,twitter,18
3117,SEVENTEEN,SEVENTEEN 완벽해 💕,positive,0.725,2025-07-24 09:35:22,instagram,15
3118,NCT,NCT 음악 감동이에요,positive,0.889,2025-08-14 09:35:22,instagram,12
3119,MAMAMOO,MAMAMOO 콘서트 정보 알려주세요,neutral,0.602,2025-08-04 09:35:22,twitter,20
3120,StrayKids,StrayKids 최고야!! 사랑해,positive,0.914,2025-08-01 09:35:22,instagram,19
3121,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.945,2025-07-21 09:35:22,instagram,16
3122,IVE,IVE 정말 예쁘다 ❤️,positive,0.742,2025-08-14 09:35:22,youtube,13
3123,NCT,NCT 정말 예쁘다 ❤️,positive,0.907,2025-07-29 09:35:22,youtube,13
3124,LE SSERAFIM,LE SSERAFIM 광고 찍었네요,neutral,0.476,2025-08-01 09:35:22,instagram,19
3125,TXT,TXT 완벽해 💕,positive,0.898,2025-07-21 09:35:22,youtube,9
3126,ITZY,ITZY 재능이 넘쳐나네요,positive,0.821,2025-08-11 09:35:22,instagram,14
3127,KARD,KARD 완벽해 💕,positive,0.771,2025-07-25 09:35:22,instagram,10
3128,TWICE,TWICE 최고야!! 사랑해,positive,0.743,2025-08-07 09:35:22,twitter,15
3129,NewJeans,NewJeans 최고야!! 사랑해,positive,0.921,2025-07-31 09:35:22,twitter,18
3130,TXT,TXT 논란이 많네,negative,0.303,2025-07-15 09:35:22,twitter,10
3131,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.802,2025-07-16 09:35:22,instagram,16
3132,SEVENTEEN,SEVENTEEN 노래 너무 좋아요!,positive,0.884,2025-07-23 09:35:22,instagram,20
3133,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.927,2025-08-02 09:35:22,instagram,19
3134,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.897,2025-07-23 09:35:22,twitter,19
3135,Red Velvet,Red Velvet 논란이 많네,negative,0.159,2025-07-20 09:35:22,instagram,17
3136,TXT,TXT 콘서트 정보 알려주세요,neutral,0.552,2025-08-05 09:35:22,twitter,16
3137,ITZY,ITZY 별로인듯,negative,0.088,2025-07-25 09:35:22,twitter,9
3138,BLACKPINK,BLACKPINK 실망이야,negative,0.381,2025-08-13 09:35:22,twitter,14
3139,BTS,BTS 목소리 천사같아,positive,0.844,2025-07-30 09:35:22,youtube,12
3140,(G)I-DLE,(G)I-DLE 춤도 잘 춰 👏,positive,0.772,2025-08-03 09:35:22,twitter,17
3141,TWICE,TWICE 좀 아쉽네,negative,0.095,2025-07-18 09:35:22,twitter,11
3142,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.78,2025-07-19 09:35:22,twitter,20
3143,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.779,2025-08-08 09:35:22,youtube,22
3144,aespa,aespa 콘서트 정보 알려주세요,neutral,0.574,2025-07-28 09:35:22,twitter,18
3145,aespa,aespa 완벽해 💕,positive,0.706,2025-08-01 09:35:22,instagram,11
3146,IU,IU 춤도 잘 춰 👏,positive,0.821,2025-08-05 09:35:22,youtube,11
3147,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.822,2025-08-12 09:35:22,youtube,20
3148,SEVENTEEN,SEVENTEEN 노래 너무 좋아요!,positive,0.718,2025-07-27 09:35:22,youtube,20
3149,SEVENTEEN,SEVENTEEN 방송 언제 해요?,neutral,0.455,2025-08-01 09:35:22,instagram,19
